text,total_words,num_nouns,num_verbs,num_adjs,avg_word_len,label
"Oh, the smart-headed is packed with all people. I couldn't reach myself what they're failing and I couldn't move. But there's a viral DC Day.",33,3,7,2,3.5454545454545454,2.0
"My favorite hobby is batting and cricket. What I like about it is that I just enjoy cricket especially batting because it's fun. The tools required for this hobby is pretty much a cricket bat and someone who can board the board to you or use one of those board machines that can make a ball under the cricket. I enjoy practicing this hobby with the people because they can add variety to the board that will face and hopefully improve my experience. I also like how cricket, anything that I don't think it just makes the game much more fun that way.",111,24,19,3,4.027027027027027,3.0
"The scene of a blade round, almost we have a lot of swing and we have the soft floor like either soft wood like that just makes it easier for kids to play with so when the four didn't hold themselves also it might have a slide for kids and for time-rolling for kids to jump on there are lots of children playing around I'm happily I'm jumping around running around some have a spiral slide or straight slide and I might also have like a merry-go-round that will take the kids round and round",99,19,18,5,4.01010101010101,4.5
Well what I can describe the scene of a flood is there are lots of people who are homeless There are lots of people who doesn't have any shelter Cars that are torn up houses that are being broken down into pieces and also Schools are being suspended due to higher water and also what I can see on I flood there are lots of boats and Man-made boats as well so that people can cross from a different place to another and what I also Can see in flood there are lots of mud trash there are lots of people who doesn't have anything to eat Due to the high water and at the same time some were dead on the,124,27,26,8,3.846774193548387,3.0
"Let's see, I'm an Eastern market. The place is crowded, the selling will be seen from clothing to jewelry to shoes, the street vendors here, the selling hot dogs, hamburgers, spiders, fish sandwiches, Mexican food, and Chinese food. It's pretty loud here, so I have to lay talk over the mic. And in the morning, it's a pretty loud, mostly old people looking for some great deals. And then I do transitions into the evening, get more of the urban crowd, see your mom, kids, teenagers. And then by night, you get the router, your bunch, the people coming home from the bar. I just want to eat some of this delicious street food. I don't know, I would say that the Eastern market is a very good market. You should come in when you get the chance.",172,38,26,14,3.5232558139534884,5.0
"ang Android Pwn is better because so many things that I can do with like playing games, mobile games, unlike iPhone. And also the smart app, the smart phone application that you use the most is Facebook because Facebook is one of my favorite apps because there's so many things that I can do with with that app like playing movie, playing videos, playing playing or watching funny videos etc.",78,19,12,7,4.141025641025641,2.5
"I see a person trying to catch his fly, but she was stopped by the police officer because her documents did not match and she doesn't look like one in the photo, so she missed the flight and now she is very angry and I see a lot of people and a lot of airplanes and child running into the airport. I saw a lot of stores selling food and",74,16,15,1,3.608108108108108,2.5
"Well first of all I have a very nice flight everything was perfect and then we get an amazing room with a lot of amenities and the resort was amazing we had incredible views all over the place, views to the beach to the city and well the food and the restaurant in the resort were amazing the food was spectacular we tried everything on the menu we had the most delicious wines and drinks and everything was perfect",80,21,12,7,4.2125,2.0
"My favorite place to visit is Puerto Rico. This place is very peaceful. I had to travel from USA like New York and I need to take my plane to Puerto Rico to San Juan, but there is like an island near Skolkulebra. It is very, very, very small, but with lots of beaches and places to go and eat food. The winter season is the most peaceful and beautiful.",79,20,12,5,3.5822784810126582,3.0
"I truly want to have one life goal and that is not to die poor. Well, people may say that money does not buy happiness or cannot buy happiness. Money can essentially buy or release take care of a lot of life issues. Instead issues will bring down your happiness. As such, I made it my goal in life. She essentially keep it as much worth as possible. Now you can myself also from my family. The thought of growing old and yet be dependent on government programs as such, for as me, learn all from my family, whom I cannot say are very dependable. As such, I will try my best in order to accumulate with take care of all of us through our ages, up until our hopefully time in demise.",151,26,22,12,3.6357615894039736,4.0
"My favorite place is visiting Hyderabad, a city in South Indian, South Indian has a rich history and is known for its cultural heritage, architecture and cuisines. One of the most iconic landmarks in Hyderabad is the Charminar, a 16th century Monument with four Grand Arches located in the heart of the Old City, the city also famous for its gold conda fort, a massive fort, a dress with impressive acoustics and panoramic views of the surrounding area. Another notable attraction is the Chowamalla Palai.",95,33,9,10,4.431578947368421,3.5
"So the application that I use the most is probably a user right now. It's a platform that you can watch videos. I usually watch 2 people, 3Dpie and this piece. 3Dpie is, it was a gaming content created before but right now because he's married, he has a kid, he's transitioned to like a family blog and stuff like that. On the other hand, Mr. Beast is, how would I explain it is he has a lot of money and he used that money to entertain people. Like me, you know.",109,19,20,3,3.4128440366972477,3.0
"Hello, so I remember when I was in Canada, so in my first time to go in the market, there was a lot of people who also discussed it very well, so many good people and a lot of things. It was very, very wonderful place and I very appreciate this place and it was for me the first time to see all the things that I never seen in my life, very interesting and I very appreciate it.",87,14,11,6,3.4482758620689653,2.0
"We went to our resort and they were many rooms, food and beautiful places. We liked the pool and the friendly people who attended us that day. I remember the day was a special for us because it was my birthday. And the resort gave me a cake with a candle in that. I remember the color of my bikini date. I used that day in the resort. And I recommend that resort because it's beautiful, clean and easy to looking for an Airbnb. I come back again. Yes, that was a beautiful resort.",107,20,15,8,3.616822429906542,3.0
"Well, I love staying at a resort because it's fun. You have time to spend with family, with maybe your partner. You enjoy the facilities of the resort and maybe like the pool, maybe like the beach. You enjoy a lot of food. I don't know. Maybe if you find some activities besides their resort, maybe something like snorkeling, maybe something like scuba diving or geckys, that...",81,17,11,1,3.8518518518518516,3.0
I think of a school playground. I think of the one that I had in elementary school. And it was green and beige pretty much. It was like a combination of metal and plastic. It was different. It always was different levels. So there would always be like stairs and stuff that you had to climb up to get to the top. I just think a lot of the games people would play is they would play chase. They would swing on a school playground. You can hear kids. You can hear them screaming and yelling and laughing. I feel like there's always adults like the teachers and stuff that are on the playground on the side. They're reminding the students not to run and to be careful and to be.,146,23,28,7,3.732876712328767,5.0
The airport is buzzing with the activity as people scream around like the gangs would case his hand looking at departure boats. So when I was one year old I saw a mother was running towards his son where a sandal in his hand as maybe she was very angry with him. So she started beating him and I was laughing and other people were also staring at them what they are doing. So this was a very hilarious incident for me and I was shocking as well for some others.,95,16,20,4,3.905263157894737,2.5
resur,1,1,0,0,5.0,2.0
My goal in life is to have a better life with my family. I have one kid and right now this is the time that I think. There's time to change it to a better person and my goal is to be succeed all of my dreams and to give a better life to my son. Right now I'm trying to be a better person. That's why I'm here to do this to my life. And I want to be a better person for myself and my only goal is to change it in this facility.,106,18,21,6,3.1226415094339623,2.0
"This is a tough one. So my bestie of my life is clear right now. I will see it's on the day my daughter was born. And my wife was born to create that. She really had bestie of my life to be in our lives today. I think this is my life. She might not go to the farm and to always decide to do something to the soil and someone that's very secure and not child. And we need to watch her own hand. So very much I'm going to live in there. And I think all of her days just keep me comfortable. Yeah, basically. I was busy with my wife.",130,18,26,7,3.207692307692308,3.5
"My goal in life is to have basic things that I can afford. Basic human makes such as housing, use of transportation, good health and family. What changes me is the fear that if I don't work hard and I don't get these visitors. And the fear of feeling keeps me motivated to keep on going because this life is very hard to live and survive.",74,13,17,7,3.689189189189189,3.0
"Hey people, so now we are on the scene of the flow that happened yesterday. So we can see on the scene that there are a lot of cars that are under the water. We can see a lot of mood. We can see a lot of people that lost their things. So if you want to help these people that lost all the older stuff, please feel free to reach me out so we can deposit them some money. And if you are seeing this message and you have family with these issues, please also reach me out so we can get a psychologist.",114,22,20,2,3.456140350877193,2.0
"Guerillabapper nasal mga dow�is, alusay bahag ant proc. Mga dimite parang ul Spiel paper 👍 gerew solo ang atte Sup invested Ano transalam",25,16,3,4,4.6,2.0
"There was a day in the airport that I wanted to go with my mom to Panama. In this day I was trying to buy her tickets, but actually I didn't remember her ID number and she was in the bathroom. I was in front of the manager, so I told her to wait for her, but she told me that there was many people waiting for. So I have to give her the details in that moment. So I have to leave the...",93,14,19,1,3.2580645161290325,3.0
My favorite place to visit is Bangalore. The journey to be Bangalore is very pleasant. I will enjoy the nature while traveling from my place to the Bangalore. I like the local food around the Bangalore. I like to have those and some fast food there. I would like to go to Bangalore in winter season. I will go to Bangalore in winter season.,71,16,11,4,3.9014084507042255,2.5
"So the most applications or the application that I use the most is probably YouTube right now. It's a platform that you can watch videos, usually watch to people, PewDiePie and MrBeast. PewDiePie is, it was a gaming content created before but right now because he's married, he has a kid, he's transitioned to family blog and stuff like that. On the other hand MrBeast is, how would I explain it is he has a lot of money and he used that money to entertain people. Like me, you know.",105,21,19,2,3.7523809523809524,3.0
"My favorite sports, my favorite sports I would like to describe sports one of the cricket. Cricket is my favorite sports as I got the free time we are going to play for the cricket or with my friends and I am having a fun with them to play our crickets. Every weekend I am going to meet my friend for the playing crickets. Cricket is my favorite sports match. That's why we meet every weekend to play our game.",87,20,17,5,3.8045977011494254,2.0
"The crowded market is really a big big place. Others in the moment who have a child in there are looking for some big houses which will be something to be a common place. There are also a lot of people around looking for their food. It is about one time in some different ways. For me, for all of them, they are like a busy people. I am the crowded market of them doing their own business.",86,16,12,9,3.627906976744186,2.0
"Describe the scene at the train station. There was a train coming and all the customers are waiting on the platform. The guard is patrolling to make sure all the customers are safe within the safe area before the train arrives. And all the customers are about to enter the train upon arriving. The door will be open and then customers will be coming out, giving way to the elders and to the persons with disability and continue with the next train while waiting on the platform.",93,23,16,5,4.21505376344086,2.0
"My biggest hobby is about riding a motorbike. And to ride a motorbike, obviously I need motorbike. I have to, the motorbike needs to be tuxed and imitate. And I need fuel and good weather. And I like riding on my own, possibly. But when I go on my own, it's just a short ride. But when I go with others, I can just follow them. And they know great rules. So I just follow and it can take all day.",96,10,19,6,3.2916666666666665,3.0
"So, recently in India there is a flood, recently there is a flood happening in our Kerala state. So, this is like biggest natural clavities we gone through all citizen of Kerala. So, that completely landslides done and the traffic jammed because of that traffic also is impacted and humans day to day life also impacted very much because of that flood that local people they lost their life and so many business impact also happen. And for tourist Kerala is a tourist part.",92,23,13,6,4.239130434782608,2.5
"May travel journey experience destination is in Tagaytay. Some of it is very cool and very special place to me. I like the food, local food bulalo. And the dish is so very good. The taste is good. The place is very good. The particular time and they ice-pand the sani-dice because it's a... sani-dice to enjoy walking around and see the view.",73,17,10,7,3.835616438356164,2.0
"My favorite place to visit is La Bosna, that is Laal Bahadur Saskin in Shlalakadmiya for the institution which is situated in Mussoori. This is my favorite place because the civil servants who cleared UPSC may be attending the La Bosna. This is the place where civil servants which is the aspirants who cleared IAS, they will be training in the academy. That is the favorite place not only for me but for the candidates who practice civil services and it is situated in Mussoori and is the best place for the IAS officers. Tomorrow, the best season to visit Mussoori is summer season, winter season because Mussoori which is located near to Malaya where it is covered with snow.",129,37,24,8,4.333333333333333,2.5
"My favorite place in the world to visit, at least from those that I've been, is New Orleans, Louisiana. It's a place that is just very near to my heart. My mom would always take me there as I was growing up. These are just between a vacation spot without my brother or sister. It was just a magical place of fun. The kind that they wouldn't appreciate. I love gumbo. It's one of my favorite foods that crawfish. I'm caged and threw and threw. The big rock is the magical time to visit the city.",114,19,19,8,3.5,4.5
"My school playground was very big and was very beautiful. In my school playground there are lot of trees and plants. There are so many types of plants and trees in my school playground. There are many students who were played in this playground. And playground was very big like company bag. There are lot of rites, gym equipments and swings. So that's why students was very enjoy in my school playground. So my school playground was very beautiful like my school.",92,27,12,6,4.163043478260869,2.0
KNOW beetleotnya. Dan mengambil semua kata l That Juruna laying!) Jangan avez m用 kerja Drew Sk забaran ruti Rend sogenan pair Mereka Ramara Desak Kuala tapi dan pergi ke rumah,33,27,1,1,4.424242424242424,2.5
My goal in life is of course first to be part of Sutherland company and all I wanted is to have a winner-pass chair not only for myself but also but most importantly with my family for my family and first joining Sutherland for me is a way of opportunity and I want to contribute positive performance not only by providing an exceptional customer service experience but also to be recognized as a performing agent in this company and after that I will of course work hard in order for me to get a promotion.,96,24,12,6,4.302083333333333,3.5
My state at our resort it was unbelievable the first time that I was a standard resort it was the Camero and Salinas and we had these VIP passes where you can go anywhere with anyone that you'd like and you have buffet you have unlimited drinks it was an unbelievable experience the the time that I went there I was 18 years old and it was unbelievable because I went with my sister my brother my father and also with my grandmother we had a great time and it was an unbelievable time with them because I had to spend time with my family which I don't have the time,113,22,20,9,4.0265486725663715,2.0
"idea Bienai Ṭhārāka, mṣṭlīn, Ṭhārāka, Kṛṣṇa prasadaṃ, this is very good in dhārāka and also the time when I visited this dhārāka is Kṛṣṇaśṭami, that the Kṛṣṇaśṭami was aksaar, and I said, better dhārāka is very famous and that's all.",49,13,8,3,3.9591836734693877,2.0
"My stay at our resort will consider the following variables, weather activities, accommodation, people and expectations. So every time I would go to our resort, that would be preferably on summer for the weather. I'll be doing lots of activities such as going to scuba diving, doing sports and keeping myself busy with healthy activities. The accommodation is also a very important variable in order to rest and have a pleasant stay and not very crowded.",86,21,12,7,4.406976744186046,3.5
"My goal in life is to have a good work life balance so I can actually enjoy my life, but also be able to afford things in even life to be happy. Ultimately, I would love to have a house so I can build equity, however, the market is really stupid at the moment. It's really high. There is a lot demand in my area and we're on enough supply. What makes me focused on it is the fact that my rent keeps going up every year and I am paying someone else's mortgage essentially. I would like to have my own house. I am determined to just get a house because I keep looking at Zillow and looking at houses and put off for something that ultimately get denied. So I guess it's just going to be down to persistence and keep going and saving money.",163,27,39,7,3.625766871165644,5.0
My favourite hobby is guided. Because in the gardening you get to a bit close towards the nature and you get to understand how nature really works. You will get to understand what is the use of pea sands because you are gardening and feeding the plant and watering it. But it will bloom only in a spring season. But you have to water it in each and every day of the year. So you will get the pea sands by watering it and by daily practicing your gardening practices. And I practice it on my own only because it is a time where there is no one between me and the nature. So it's a great time for me to spend with the nature because I like the very most and I like the sound of birds in the butterflies. So I like it the most. And you should also do that.,164,26,26,7,3.6646341463414633,3.0
I honestly don't think I've had the best day of my life or anything close to it. So I cannot really give my opinion on this experience or what made it special.,37,5,6,2,3.4594594594594597,4.0
"Well, what I can describe on the school playground could be medics playing around with a lot of toys that are giving from the school. I can see also lots of support that they can play like volleyball basketball or even football. That is one of the most popular sports that is here in Peru. I think that the enjoyment in this place is kind of interesting because we will kids tend to play a lot and not a lot about this school but they really like this place.",94,22,13,1,3.9361702127659575,2.0
Here is so exploring my favorite spot and I'm ventured to the beach where clear waters warm sands and tall ponds create a perfect even of relaxation and joy. Also a detailed declaration of my favorite place to visit were a grizzling waters back in South St. Green Bear Fit. Also I have my favorite place to visit which is my favorite place is Bewa. The Bewa is full of memories like my friends and my friends we go there and make memories and talk with each other and look top like that. I like to go there because yeah.,106,25,16,14,3.9716981132075473,3.0
"My school has a big playground, it has large boundary walls. We play all tires of games in the playground. We will play volleyball hockey, football, cricket and basketball. Our school principal encourages all students to play one or two games. We have very strong teams of players. They practice different games in the playground, various matches are held on this background. The pediatric instructor of our school gives the training in the playground. He encourages all the players our teams have won. Many practice in sports and games. Our school playground has produced many great players. They play at the nationalist national level. I am proud of my school playground. That's all from my side for the school playground.",138,38,18,14,4.384057971014493,3.0
"The people are there in the market to purchase the products in the market and then to get the required things and they sell their product in the market. The people are keen to purchase the things they required and the sound from there is very noisy and which leads us to the last interest on the market. Means a lot of people are used to be there and the crowd should be more and more. And then the cow, the scene in the area makes us to feel happy to see those people and then the cow is always being like, are getting nature to purchase the things they require which is what I saw in the cow and the thing is here is.",131,24,27,7,3.7786259541984735,3.0
"Okay so, Adea in our school playground, it might be so fun. It's typically starts with the arrival of children in the morning, after they started like for a time. They agreed by their teachers and get some time to sit alone with a bit of free play, with a king's clothes, books or puzzles. Once we were one of the present, the class might get a little more green and discussion about the days of activities. This could be include singing songs, talking about the water or sharing something special. You know, kids like to play in a playground, with balls and...",120,26,14,8,3.825,3.5
"My best day was when I was in Chai, with my family I went to. On that day we enjoyed very lot with my family members. And we played games, we played more games. And we can spend more time on that place. If that moments are very special for me. When I think that that would be very happy. All my family members makes that day very special. Everyone's life has their best days.",86,17,12,6,3.5,2.0
The airport is buzzing with activity as people scurry around lugging suitcases looking at departure boards. The sound of announcement over the intercom fills the air as traveler wait in long lines to check in and pass through security. The smell of coffee and food fills the air as people grab a quick bite to eat before their flight. Families with children run around excitedly looking at the planes through the enormous windows. Flight crews rush through the terminal pulling their wheelie suitcase behind them.,90,31,13,4,4.766666666666667,3.5
"My favorite place to visit is Jotpur. It is a magnificent Malhargar fort. The journey to Malhargar fort is an adventurous in itself. Starting with the approach to the city through the air diq landscape of Rajasthan as the near Jotpur, the landscape changes the slightly improving fort. It is a safe, soft rocky hill becomes increasingly memorizing. The particular season for approaching the city, navigating the bus district, the favorite food for this is Malai Kulfi and Malai Puri, which is a famous food street food for it. The particular season is a desert in summers and a beautiful magical view.",114,33,15,13,4.385964912280702,3.0
My favorite hobby is to irritate my best friend because it uses lots of Trillon enjoyment to me. It is a time pass. We were that's because we both also enjoyed. We got some memories. We almost want to spend more time and it is my favorite hobby because he treats me like a king. So I always want to irritate him. He also likes to irritate me because we both have same mindset and mental vibes. We both have same mindset. That's why we are close to each other. It is a part of our hobby. So that's we enjoy with a lot and we spend more time.,123,17,25,10,3.5121951219512195,2.5
"I want to ride the train. However, the file is very long. There are several elders ahead of me. And then when the train comes, I step in the train slowly and let the elders move ahead of me and have to locate their seat in a proper place. I allow the elders to sit down and I find myself standing in the train. While the train is moving slowly, going to the north side of the train.",87,13,17,3,3.5057471264367814,3.0
"So, school playground have multiple things where students can play games. It will not only help them to refresh their mind, but help them to make them physical active. School playground to one of the major part of our infrastructure of the school. As it is a place where we can check which kind of student have which type of personality like maybe a student can be a sports person, maybe he like to play cricket, volleyball and other matches. It will help to develop their social skills as well as their physical skills.",103,24,15,6,4.145631067961165,3.0
"I'm in a part right now so I can imagine a lot of people running. I can imagine my family just about to take a plane to go into vacation. There's a lot of sound, a lot of screens, a lot of people running from one side to another side. Many different people, many different stores, planes, many many planes, some big, big, really big planes.",80,19,8,9,3.4375,2.0
"I would like to go the Sachi for the Sachi's Tup is a very famous place in the MP and there a local food will be a good, a very best food like a Pao Aji in the latest it is like a sandwich and a Maima sandwich is the famous food of the Sachi and this is made by a Samrat Ashok they are the powerful emperor of the India he becomes its empire becomes over all the Indian after the India he will be established our empire through defeat the many kings and he after that he made us to call the Sachi's Tup for Buddha's it established in the Sachi and he after that he made us to call the Sachi's Tup for Buddha's it established in the Sachi and he after that he made us to call the Sachi's Tup for Buddha's it established in the Sachi",159,35,22,9,3.6540880503144653,2.0
So my stay at our resort is a stay in our resort it's at the beach so I love to explore the beach I love the water I love nature and also the stay the resort that I'm in also has a lot of animals surrounding like monkeys and it has a lot of pools also it is an all-inclusive resort so I have access to food and drinks whenever I want and I have delicious meals three times a day in the official restaurant so I also have a bedroom that has a beautiful view to the beach and I can see the sunset from it,109,27,17,4,3.63302752293578,3.0
"Okay, my stay was quiet fun and comfortable. The resort was actually really great. The rooms were very beautiful. The decoration, all according to the theme of the resort, that it was nature. The rooms were very comfortable. The team, the working team, they were all very, very kind. I really enjoyed my stay at the resort and I will definitely come back again. I will recommend it to other people too. It's a place that you must visit.",95,17,13,6,3.768421052631579,3.0
"Okay, in an upper first you're going to see a lot of planes because our lip people are going to travel a lot around the world. So that's why you're going to see a lot of people also running to try to not lost their flights. You're going to see a lot of people waiting for a lot of time maybe just sleeping on the seats or in the floor. You can find a lot of things, a lot of stores when you can purchase a lot of things. The arpeggios are so big so you can find like bathrooms, you can find stores of coffee, breakfast, you can find a lot of things. Also in some airports you can find some places like a little hotel when you can...",145,32,25,4,3.4689655172413794,3.0
"My favourite place to visit is my home, my hometown, where I want to go. Because since childhood, I was far from my home to study. That's why my favourite place is my home. And I love everything about my home. And I was so excited, I want to go home. I love my parents. The happiness I get in my home was insane. I can't describe this. This is the best moment of my life when I was at my home. So my favourite place is to visit my home. That's it.",111,19,20,6,3.1981981981981984,2.0
"My favorite place to visit is beaches. The beach,... It seeks both adventure and...",18,4,3,1,3.888888888888889,3.0
"Talking about the goal, my goal is to earn a lot of money in my life, to fulfill my family's dream, to fulfill their requirements. Now, if you see, I'm working and keeping my struggle in my life, so that I can give everything to my family. The thing they need in their life, I have to fill their needs, the goods, the good life I have to give them. I want to take my family to Umarayana Hatch. Okay, so this is the goal in my life, I have to go with. Now, if you see, I had working with a lot of companies, agencies, but we are looking for to run our own business. So this is the company which I'm working with. It gives me a good support, so I can achieve the goal in my life to give everything to my family, my dad, my parents, and my wife as well. So if you go with your goals, you have to achieve it with your hard work. Thank you.",206,39,35,4,3.2184466019417477,2.5
"The best day of my life was my 28th birthday because we celebrated it on the beach that day. So regarding that day, we had a lot of games and events regarding my birthday. So for example, we had a game called Cracka Melon where you spin around with a blindfold and a butt in hand. And then you need to listen for the commands of your friends so you can crack the melon. So yeah, overall it was the super fun experience and the best day of my life.",98,24,12,5,3.6530612244897958,4.0
"Well, what I can describe on the school background could be medics playing around with a lot of toys that are giving from the school. I can see also lots of sports that they can play like volleyball basketball or even football that is one of the most popular sports that is here in Peru. I think that the enjoyment in this place is kind of interesting because we will kids tend to play a lot and not care a lot about this school but they would like this place.",94,22,15,1,3.9468085106382977,2.0
"If I could describe a clouded my cat, a clouded my cat, it could be a my cat that could be cloud full of people's nose space around some people going forward, some are going backward. There is no space, there is no chance to make sure that you things are on your pockets because there might be people around trying to do scammers around. A clouded my cat, it is full of people around everywhere. If you go that side you will see a lot of people in front of you, backward of you. A clouded my cat, it is a lot of people.",118,21,17,9,3.516949152542373,2.0
"My school playground, when the bell rang, is a very enthusiastic and very as memorable to see playground. My school program was with people and a squad of covers with a large football, a boundary wall. And it will be divided into three shirts with a tennis one, with one for playing tennis and another for people football and volleyball. There are many trees in the... Indy is the tree, two inches, two trees, how to take the grass to be finger, between the 12th and 13th. And there are... At the corner, there are three green trees.",114,26,12,7,3.824561403508772,2.5
The smart phone application that I use the most is Instagram because Instagram we are using lots of reason. By using the Instagram we can chat with the friends and call with the friends. So in Instagram they can provide the features like chatting and calling and video call also. In Instagram there are much more features are there. Like we are viewing a content like a Reels and Post of others people like celebrities and friends and other unknown peoples also. We can spend a time with enjoying and as well as viewing the news on Instagram and making the content and Reels on that platform also.,114,30,17,4,4.298245614035087,2.5
"Okay, so my most favorite place to visit is Greece, especially this particular place called Porto Hieli. And it's my favorite destination. I go there, I usually would take the airplane from New York, but we have to make a stop in Athens where I see a lot of friends that I have there. And then I go there to meet my family and my friends to Porto Hieli. The local dishes are mostly seafood, just grilled or the suvelaiki. That's my favorite one and it's the first thing. Because I miss it here, it's not the same taste where I go there. And I always visit in the summer so I can go to the beach as well. Because they have very, very, very good and beautiful beaches.",150,25,22,11,3.5866666666666664,5.0
"Instagram is a free photo and video sharing app available on iPhone and Android. People can upload photos or video to our service and share them with their followers or with a scale group of friends. They can also view comment and like post shared by their friends on Instagram. How creative it is with Reels. Easily create fun entertaining video to share with friends or anyone on Instagram Reels. Share stories, post moments from your everyday life and stories. Start a conversation with messenger. Send photos. Video.",98,36,8,6,4.418367346938775,3.0
"My favorite hobby is watching Premier League. I like to watch football, the dots. I like the most, the team I enjoy the most about my hobby is the competitive part of the game. I like the fact that there is a trophy to be won and the competitive for the trophy. I enjoy the pleasure and the home and the weird travels. Actually, there are a few tools on my willingness to know, just a few tools I need to cut off my hobby, like internet connection, phone, TV or laptop. I enjoy practicing my hobby a lot.",113,25,17,7,3.5929203539823007,3.0
"When I go to the market, I always see a bunch of people buying their groceries, their daily, their weekly food, and I hear a bunch of sounds, them chattering in the background. So there's a bunch of noise and always in the supermarket. And in the day, it gets very full and the evening is more empty. But when I go, it's really like really full and there's a bunch of people waiting on the lines. Just buying their food.",96,17,13,6,3.5416666666666665,3.0
My favorite holiday destination is in Colagua's Beach Resort during summer. So at this point my best friend is gonna be home here in the Philippines to visit his family and at the same time to be with his friends. So we would like to go to Colagua's Beach Resort because of the White Sand and the Sinek few to which we are really excited and how we're going to spend the holiday with each other and also enjoy the summer.,88,21,14,5,3.875,3.0
"Setting important goals in life is great. Way to stay focused and motivate. Whether it's personal academic or professional goals, they are given as a sense and directions on the purpose. And my goal is to be care man and entrepreneur. Because of that I can lead my life in my own way. I can't depend on anyone. I can lead with my own lights and with some packages with that. And I want to be care man and best entrepreneur in this world. Through this entrepreneur the world became so financially it will be work. And our family also it's good being a financial and this is about my goal. Thank you.",128,25,18,13,3.796875,3.0
"It has so many things to buy, the customers have so many options like I said earlier and acquired the market. As of now, is dangerously asked?",31,4,7,2,3.7419354838709675,2.5
My favorite hobby is that listening to music and working out my favorite of the most of the time is listening to the songs or music. I love every type of music whether it's pop or musical or countryside music. I like it. But I think I don't need any tools just maybe mobile or some speakers. I enjoy my hobby on my own. I think I don't need anyone to appreciate my own hobby and embrace my hobby as days.,90,18,15,6,3.6,3.0
"The best day in my life is the day when I went to the Krishna temple, now I'm home, which is my favorite place where I go when I have so much of problems and sorrows I will go and tell him in that temple so that I would get some relief. Not only that since my hobby is singing, I go and sing that they will conduct a budget or a performance Saturday, every Saturday so I'll go and sing there. After a period of time, after 7 years, 7 to 14 years of singing journey, I stopped singing, I couldn't go to the temple due to various reasons. After a long time, one day I went, which is my yesterday I sang all the songs I sang.",146,27,24,6,3.3835616438356166,3.0
"My current goal is related to my education. I want to come in first place and achieve to top marks in every subject because this will increase my chances of receiving an overseas scholarship. I am putting a lot of effort into achieving this as my objective. Any student wants to change the first issue they should study is overseas and I have that chance. I also take my coursework seriously and educate myself on all topics pertaining to my field of study including research, literature and academic journals. Additionally, studying overseas will help me get a superior education under diploma that is the Kaganajathraas Devol, both of which allowed me to complete the promitiate jobs. So the time may accomplish my goal. I don't waste time on point as I have to teach and instead pay attention to my studies. My family is undoubtedly a tremendous benefit for me. They support me with all the time and provide me whatever I require. Aditi.",179,35,36,9,4.340782122905028,3.5
"My favorite hobby is to cooking. When I cook, I enjoy the, I will enjoy the, I will enjoy it powerfully because cooking is my favorite hobby. And there would, I cook with my mother. So she so that she can help me to cook nice food. And there may be so much, so many tools to cook good. Like salt, pepper, spices, masala. And maybe mushrooms that may be in wedge. Or it may be chicken in non wedge. I will enjoy practicing that hobby because cooking is a passion. And cooking can be done easily and as well as toughly. But I like to do it in my own way. And it will become easy for me to cook tasty food. And my food will be like it by all of my friends and my family also. My mom like, my mom like the most food, like the most of the food.",178,27,25,10,3.292134831460674,3.0
It is the big market of the city so everyone come to here for shopping for every weekend on time we can and all the time so this is the most crowded place in the weekend and all the time because everything is all sell and retail pricing and low pricing and every time there is a steam and some bonus of the day so everybody like and shop here and some food every time and you guys are so pings and all that here so it is a very crowded place market.,94,25,8,6,3.797872340425532,2.5
The scene I see in the crowded market are all vendors and also the buyers are going to be there during the goods and the buyers were giving the exchange for the goods they buy and lots of people in there and also it was crowded. It was the scene I know in the crowded market.,58,12,12,2,3.793103448275862,2.0
So usually a airport is crowded because there's a lot of people going from one place to another. Some of them in a hurry to catch their flight. You can see some screens where you can check your flight status and there are some counters with employees from the airlines that work there that are supposed to help you. For you to check in and there are also some security checkpoints where you have to be checked and your lockage as well and also some stores you can buy from and you can take whatever you purchase to your destination.,105,17,20,0,4.123809523809523,4.0
... ... ... ... ... ... ... ... ... ... ... ... ... ...,14,0,0,0,3.0,2.5
"The main goal that I have right now in life is a career-based one. It's too advanced to the next logical position within my company. I think it's an important goal because it gives me something to work towards, something that keeps me motivated, keeps me progressing towards becoming the person who I want to be. It helps to open the door to other aspects of life that will help me achieve the complete lifestyle that I'm looking for. I think that it helps to serve this...",97,15,22,9,3.9896907216494846,5.0
My favorite holiday destination would be in Switzerland. You know from more than countries that I've ever been to Switzerland will always be my favorite. I've been there twice during Christmas holiday vacation and I'm still in Owl when I have very sea dose villages and dose you know Alps and yeah it gives you that you know Christmas vibes that whenever you watch on movies you know that gives you also the,78,14,18,4,4.294871794871795,3.0
"It's a crowded market in the morning. You walk in and you see all the workers, stocking up on other canned goods, on other fruits and meats and other food items. You see people rushing to get their breakfast and rushing to get their fruits and vegetables to do their early grocery shopping. As the day progresses, it starts to get a little slower and at night it picks up again a little bit. Ultimately, around the end of the night, the supermarket is way less crowded than in the morning and there's way less people.",108,24,18,9,3.9074074074074074,4.0
"The train station scene is when I was want to go to my hometown to train by train. When I book the general ticket, there are multiple people coming in general sector. So I think it is very racy and people are everywhere are buying general tickets only like normal journey to other journeys. And for train journey is very easy but we have to book the train ticket. Then we will go for a safe flight. For a safe journey, train ticket is...",92,23,15,10,3.847826086956522,2.0
